t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1758497880,29,936,133.24137931034483,0,255.93772333636358,4.0,116.0,830.5,936.0,936.0,936.0
1758497910,29,936,133.24137931034483,0,255.93772333636358,4.0,116.0,830.5,936.0,936.0,936.0
1758497940,30,936,128.9,0,252.6079625796081,4.0,96.0,819.9499999999998,936.0,936.0,936.0
1758497970,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498000,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498030,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498060,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498090,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498120,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498150,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498180,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498210,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498240,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498270,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498300,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498330,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498360,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498390,31,936,124.80645161290323,0,249.40574964701446,4.0,76.0,809.3999999999996,936.0,936.0,936.0
1758498420,39,936,99.7948717948718,0,227.1527632844168,3.0,46.0,725.0,936.0,936.0,936.0
1758498450,40,936,97.35,0,224.75417340182685,3.0,39.0,723.5499999999998,936.0,936.0,936.0
1758498480,41,936,95.0,0,222.4365077949211,3.0,32.0,722.0999999999999,936.0,936.0,936.0
1758498510,42,936,92.78571428571429,0,220.17526673907696,3.0,25.0,720.6500000000001,936.0,936.0,936.0
1758498540,42,936,92.78571428571429,0,220.17526673907696,3.0,25.0,720.6500000000001,936.0,936.0,936.0
1758498570,42,936,92.78571428571429,0,220.17526673907696,3.0,25.0,720.6500000000001,936.0,936.0,936.0
1758498780,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758498810,7,781,299.42857142857144,2,313.0212224662822,312.0,621.0,781.0,781.0,781.0,781.0
1758498840,9,781,233.77777777777777,2,300.7631035290806,27.0,485.0,781.0,781.0,781.0,781.0
1758498870,11,781,191.72727272727272,2,284.8150596120545,6.0,349.0,781.0,781.0,781.0,781.0
1758498900,11,781,191.72727272727272,2,284.8150596120545,6.0,349.0,781.0,781.0,781.0,781.0
1758498930,11,781,191.72727272727272,2,284.8150596120545,6.0,349.0,781.0,781.0,781.0,781.0
1758498960,11,781,191.72727272727272,2,284.8150596120545,6.0,349.0,781.0,781.0,781.0,781.0
1758498990,11,781,191.72727272727272,2,284.8150596120545,6.0,349.0,781.0,781.0,781.0,781.0
1758499020,13,781,162.69230769230768,2,269.4863585339663,4.0,330.5,781.0,781.0,781.0,781.0
