t,value
1758264660,9223372036854763663
1758264690,9223372036854763759
1758264720,9223372036854763815
1758264750,9223372036854763871
1758264780,9223372036854763991
1758264810,9223372036854761855
1758264840,9223372036854760679
1758264870,9223372036854760775
1758264900,9223372036854759823
1758264930,9223372036854759615
1758265140,9223372036854763919
1758265170,9223372036854763855
1758265200,9223372036854763855
1758265230,9223372036854763791
1758265260,9223372036854763751
1758265290,9223372036854763687
1758265320,9223372036854763623
1758265350,9223372036854763623
1758265380,9223372036854763559
1758265410,9223372036854763559
1758265440,9223372036854763495
1758265470,9223372036854773487
1758266100,9223372036854775807
1758266130,9223372036854763703
1758266160,9223372036854773087
1758266190,9223372036854758607
1758266220,9223372036854756143
1758266250,9223372036854765735
1758266400,9223372036854760719
1758266430,9223372036854760655
1758266460,9223372036854760655
1758266490,9223372036854760591
1758266520,9223372036854760527
1758266550,9223372036854760527
1758266580,9223372036854760463
1758266610,9223372036854760463
1758266640,9223372036854760399
1758266670,9223372036854760335
1758266700,9223372036854760271
1758266730,9223372036854760207
1758266760,9223372036854760207
1758266790,9223372036854760143
1758266820,9223372036854760167
1758266850,9223372036854758759
1758266880,9223372036854770471
1758266910,9223372036854770471
1758266940,9223372036854770471
1758266970,9223372036854770471
1758267000,9223372036854770471
1758267030,9223372036854770471
1758267060,9223372036854770471
1758267090,9223372036854770471
1758267120,9223372036854770471
1758267150,9223372036854770471
1758267180,9223372036854770471
1758267210,9223372036854770471
1758267240,9223372036854770471
1758267270,9223372036854770471
1758267300,9223372036854770471
1758267330,9223372036854770471
1758267360,9223372036854770471
1758267390,9223372036854770471
1758267420,9223372036854770471
1758267450,9223372036854770471
1758267480,9223372036854770471
1758267510,9223372036854770471
1758267540,9223372036854770471
1758267570,9223372036854770471
1758267600,9223372036854770471
1758267630,9223372036854770471
1758267660,9223372036854770471
1758267690,9223372036854770471
1758267720,9223372036854770471
1758267750,9223372036854770471
1758267780,9223372036854770471
1758267810,9223372036854770471
1758267840,9223372036854770471
1758267870,9223372036854770471
1758267900,9223372036854770471
1758267930,9223372036854770471
1758267960,9223372036854770471
1758267990,9223372036854770471
1758268020,9223372036854770471
1758268050,9223372036854770471
1758268080,9223372036854770471
1758268110,9223372036854770471
1758268140,9223372036854770471
1758268170,9223372036854770471
1758268200,9223372036854770471
1758268231,9223372036854770471
1758268261,9223372036854770471
1758268291,9223372036854770471
1758268321,9223372036854770471
1758268351,9223372036854770471
1758268381,9223372036854770471
1758268411,9223372036854770471
1758268441,9223372036854770471
1758268471,9223372036854770471
1758268501,9223372036854770471
1758268531,9223372036854770471
1758268561,9223372036854770471
1758268591,9223372036854770471
1758268621,9223372036854770471
1758268651,9223372036854770471
1758268681,9223372036854770471
1758268711,9223372036854770471
