t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1758497850,121,2968,257.07438016528926,3,696.1799715266312,9.0,78.5,2485.0,2947.4,2964.92,2968.0
1758497880,134,2968,232.72388059701493,2,665.4732432416363,8.0,60.25,2478.5,2943.5,2963.1,2968.0
1758497910,136,2968,229.375,2,661.0981877821848,8.0,59.75,2477.5,2942.8999999999996,2962.8199999999997,2968.0
1758497940,138,2968,226.1231884057971,2,656.8065236668754,8.0,59.25,2476.5,2942.3,2962.54,2968.0
1758497970,140,2968,222.97857142857143,2,652.5909343494337,8.0,56.25,2427.849999999989,2941.7000000000003,2962.26,2968.0
1758498000,142,2968,219.93661971830986,2,648.4493365358167,8.0,50.75,2331.5499999999947,2941.1,2961.98,2968.0
1758498030,144,2968,216.94444444444446,2,644.3956324787833,8.0,44.25,2235.25,2940.5,2961.7000000000003,2968.0
1758498060,146,2968,214.03424657534248,2,640.4156453578283,8.0,36.75,2138.9500000000053,2939.9,2961.42,2968.0
1758498090,148,2968,211.22972972972974,2,636.4984259092558,8.0,32.25,2042.6499999999837,2939.3,2961.14,2968.0
1758498120,150,2968,208.47333333333333,2,632.659675010813,7.5,30.75,1946.349999999989,2938.86,2960.86,2968.0
1758498150,152,2968,205.80263157894737,2,628.8841904724123,7.0,28.0,1850.0499999999945,2938.58,2960.58,2968.0
1758498180,154,2968,203.2012987012987,2,625.1744580553802,7.0,24.0,1753.75,2938.3,2960.2999999999997,2968.0
1758498210,156,2968,200.65384615384616,2,621.5326908989417,7.0,20.5,1657.4500000000055,2938.02,2960.02,2968.0
1758498240,158,2968,198.17088607594937,2,617.9528891102617,7.0,17.5,1561.1499999999835,2937.74,2959.74,2968.0
1758498270,160,2968,195.75,2,614.4333483972379,7.0,16.0,1510.8999999999996,2937.46,2959.46,2968.0
1758498300,162,2968,193.41358024691357,2,610.9647868299027,7.0,16.0,1506.6999999999998,2937.1800000000003,2959.1800000000003,2968.0
1758498330,164,2968,191.10365853658536,2,607.5629343947313,7.0,15.75,1502.5,2936.9,2958.9,2968.0
1758498360,166,2968,188.86144578313252,2,604.212825304246,7.0,15.25,1498.3000000000002,2936.62,2958.6200000000003,2968.0
1758498390,167,2968,187.76646706586826,2,602.556330877717,7.0,15.0,1496.1999999999998,2936.48,2958.48,2968.0
1758498420,180,2968,174.5611111111111,2,582.2014967661516,7.0,13.75,1471.0,2934.66,2956.66,2968.0
1758498450,182,2968,172.69230769230768,2,579.2488790825599,7.0,13.25,1471.0,2934.38,2956.3799999999997,2968.0
1758498480,184,2968,170.8641304347826,2,576.3402512958128,7.0,13.0,1471.0,2934.1,2956.1,2968.0
