t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1758497340,4,357,113.75,3,166.9917662640886,47.5,290.0,357.0,357.0,357.0,357.0
1758497370,4,357,113.75,3,166.9917662640886,47.5,290.0,357.0,357.0,357.0,357.0
1758497400,4,357,113.75,3,166.9917662640886,47.5,290.0,357.0,357.0,357.0,357.0
1758497430,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497460,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497490,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497520,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497550,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497580,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497610,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497640,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497670,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497700,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497730,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497760,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497790,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497820,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497850,5,357,92.4,3,152.29510826024585,7.0,223.0,357.0,357.0,357.0,357.0
1758497880,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758497910,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758497940,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758497970,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498000,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498030,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498060,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498090,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498120,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498150,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498180,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498210,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498240,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498270,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498300,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498330,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498360,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498390,8,357,58.875,2,124.07536592156974,5.0,68.5,357.0,357.0,357.0,357.0
1758498420,11,357,43.36363636363637,2,107.15434916723886,3.0,7.0,357.0,357.0,357.0,357.0
1758498450,11,357,43.36363636363637,2,107.15434916723886,3.0,7.0,357.0,357.0,357.0,357.0
1758498480,11,357,43.36363636363637,2,107.15434916723886,3.0,7.0,357.0,357.0,357.0,357.0
1758498510,11,357,43.36363636363637,2,107.15434916723886,3.0,7.0,357.0,357.0,357.0,357.0
1758498540,11,357,43.36363636363637,2,107.15434916723886,3.0,7.0,357.0,357.0,357.0,357.0
1758498570,11,357,43.36363636363637,2,107.15434916723886,3.0,7.0,357.0,357.0,357.0,357.0
1758498780,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758498810,4,335,110.0,4,156.27539793582355,50.5,275.5,335.0,335.0,335.0,335.0
1758498840,5,335,88.6,3,143.54894635628645,4.0,216.0,335.0,335.0,335.0,335.0
1758498870,6,335,74.33333333333333,3,133.064896447811,4.0,156.5,335.0,335.0,335.0,335.0
1758498900,6,335,74.33333333333333,3,133.064896447811,4.0,156.5,335.0,335.0,335.0,335.0
1758498930,6,335,74.33333333333333,3,133.064896447811,4.0,156.5,335.0,335.0,335.0,335.0
1758498960,6,335,74.33333333333333,3,133.064896447811,4.0,156.5,335.0,335.0,335.0,335.0
1758498990,6,335,74.33333333333333,3,133.064896447811,4.0,156.5,335.0,335.0,335.0,335.0
1758499020,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499050,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499080,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499110,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499140,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499170,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499200,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499230,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499260,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499290,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499320,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499350,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499380,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499410,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499440,7,335,64.14285714285714,3,124.42725930093799,4.0,97.0,335.0,335.0,335.0,335.0
1758499470,8,335,56.5,3,117.20799582671093,3.5,73.75,335.0,335.0,335.0,335.0
1758499500,10,335,45.6,2,105.89113906901433,3.0,27.25,335.0,335.0,335.0,335.0
1758499530,13,335,35.61538461538461,2,93.64697758206833,3.0,4.0,335.0,335.0,335.0,335.0
1758499560,14,335,33.714285714285715,2,90.25385444266766,3.0,5.25,335.0,335.0,335.0,335.0
1758499590,14,335,33.714285714285715,2,90.25385444266766,3.0,5.25,335.0,335.0,335.0,335.0
1758499620,14,335,33.714285714285715,2,90.25385444266766,3.0,5.25,335.0,335.0,335.0,335.0
1758499650,15,335,31.666666666666668,2,87.33160667140804,3.0,4.0,335.0,335.0,335.0,335.0
1758499680,15,335,31.666666666666668,2,87.33160667140804,3.0,4.0,335.0,335.0,335.0,335.0
1758499710,15,335,31.666666666666668,2,87.33160667140804,3.0,4.0,335.0,335.0,335.0,335.0
1758499740,15,335,31.666666666666668,2,87.33160667140804,3.0,4.0,335.0,335.0,335.0,335.0
1758499770,15,335,31.666666666666668,2,87.33160667140804,3.0,4.0,335.0,335.0,335.0,335.0
1758499800,17,335,28.176470588235293,2,82.2832267948013,3.0,4.0,335.0,335.0,335.0,335.0
1758499830,17,335,28.176470588235293,2,82.2832267948013,3.0,4.0,335.0,335.0,335.0,335.0
1758499860,17,335,28.176470588235293,2,82.2832267948013,3.0,4.0,335.0,335.0,335.0,335.0
1758499890,17,335,28.176470588235293,2,82.2832267948013,3.0,4.0,335.0,335.0,335.0,335.0
1758499980,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758500010,3,372,154.33333333333334,7,192.3962924105694,84.0,372.0,372.0,372.0,372.0,372.0
1758500040,3,372,154.33333333333334,7,192.3962924105694,84.0,372.0,372.0,372.0,372.0,372.0
